reading_id,worker_id,reading_no,datetime,shift_hours,break_gap_min,x,y,z,eda,hr,temp,fatigue_score,blink_rate_pm,activity_score,accel_impact_g,body_angle_deg,motion_detected,helmet,vest,zone_authorized,hr_prev,temp_prev,eda_prev,temp_slope,hr_slope,eda_slope,heat_stress_risk_percent,fatigue_risk_percent,fall_risk_percent,collapse_risk_percent,ppe_risk_percent,predicted_anomaly,time_to_anomaly_min,confidence_percent,actual_anomaly_label,hour,day,month,movement_magnitude,ppe_compliance_score,overall_risk_score,fatigue_level,worker_id_encoded,predicted_anomaly_encoded,actual_anomaly_label_encoded
268,W006,18,2024-01-01 12:30:00,4.5,135,-5,-77,-8,6.596731,81.41,36.63,4.14,14,68,0.4,83,1,1,1,1,84.69,36.6,6.602865,0.03,-3.28,-0.006134,47,67,20,53,47,Worker_Fatigue,59,67,Normal,12,1,1,77.57576941,3,46.8,Low,5,2,2
269,W006,19,2024-01-01 12:45:00,4.75,142,-4,-40,38,6.633321,87.46,36.63,4.25,14,70,0.64,81,1,1,1,1,81.41,36.63,6.596731,0,6.05,0.03659,57,68,21,58,49,Worker_Fatigue,57,68,Normal,12,1,1,55.31726674,3,50.6,Low,5,2,2
270,W006,20,2024-01-01 13:00:00,5,150,-2,-63,-17,6.636022,81.85,36.63,4.19,12,62,0.58,84,1,1,1,1,87.46,36.63,6.633321,0,-5.61,0.002701,22,72,20,49,53,Worker_Fatigue,50,72,Normal,13,1,1,65.28399498,3,43.2,Low,5,2,2
271,W006,21,2024-01-01 13:15:00,5.25,157,-59,-57,-12,6.620561,87.59,36.64,4.25,15,72,0.86,82,1,1,1,1,81.85,36.63,6.636022,0.01,5.74,-0.015461,67,69,21,62,52,Worker_Fatigue,55,69,Normal,13,1,1,82.90958931,3,54.2,Low,5,2,2
272,W006,22,2024-01-01 13:30:00,5.5,165,-54,-42,46,6.61408,82.92,36.67,4.48,13,65,0.7,82,1,1,1,1,87.59,36.64,6.620561,0.03,-4.67,-0.006481,51,75,22,60,57,Worker_Fatigue,45,75,Normal,13,1,1,82.43785538,3,53,Low,5,2,2
273,W006,23,2024-01-01 13:45:00,5.75,172,-8,-72,17,6.643175,82.73,36.68,4.43,13,65,0.79,82,1,1,1,1,82.92,36.67,6.61408,0.01,-0.19,0.029095,34,75,22,56,59,Worker_Fatigue,45,75,Normal,13,1,1,74.41102069,3,49.2,Low,5,2,2
274,W006,24,2024-01-01 14:00:00,6,180,-66,-61,-14,6.631389,83.82,36.66,4.75,14,66,0.82,82,1,1,1,1,82.73,36.68,6.643175,-0.02,1.09,-0.011786,33,79,23,58,61,Worker_Fatigue,37,79,Normal,14,1,1,90.95603333,3,50.8,Low,5,2,2
275,W006,25,2024-01-01 14:15:00,6.25,187,-11,-73,-1,6.62963,85.36,36.66,4.62,13,65,0.48,79,1,1,1,1,83.82,36.66,6.631389,0,1.54,-0.001759,37,79,24,60,63,Worker_Fatigue,37,79,Normal,14,1,1,73.83088785,3,52.6,Low,5,2,2
276,W006,26,2024-01-01 14:30:00,6.5,195,1,-59,0,6.654712,89.54,36.65,4.79,12,63,0.96,82,1,1,1,1,85.36,36.66,6.62963,-0.01,4.18,0.025082,54,82,23,66,66,Worker_Fatigue,32,82,Normal,14,1,1,59.00847397,3,58.2,Low,5,2,2
277,W006,27,2024-01-01 14:45:00,6.75,202,-25,-68,-32,6.644121,81.73,36.75,5.03,12,63,0.68,81,1,1,1,1,89.54,36.65,6.654712,0.1,-7.81,-0.010591,99,85,25,82,68,Heat_Stress,1,99,Normal,14,1,1,79.20227269,3,71.8,Low,5,0,2
278,W006,28,2024-01-01 15:00:00,7,210,-29,-42,-11,6.665286,88.59,36.69,4.96,12,63,0.82,80,1,1,1,1,81.73,36.75,6.644121,-0.06,6.86,0.021165,72,86,24,74,70,Worker_Fatigue,25,86,Normal,15,1,1,52.21110993,3,65.2,Low,5,2,2
279,W006,29,2024-01-01 15:15:00,7.25,217,3,-69,11,6.647807,86.58,36.76,5.34,12,61,0.77,81,1,1,1,1,88.59,36.69,6.665286,0.07,-2.01,-0.017479,95,91,26,84,73,Heat_Stress,9,95,Normal,15,1,1,69.93568474,3,73.8,Low,5,0,2
280,W006,30,2024-01-01 15:30:00,7.5,225,-23,-40,-18,6.662308,84.28,36.76,5.41,11,59,0.88,82,1,1,1,1,86.58,36.76,6.647807,0,-2.3,0.014501,33,93,27,67,76,Worker_Fatigue,12,93,Normal,15,1,1,49.52776999,3,59.2,Low,5,2,2
281,W006,31,2024-01-01 15:45:00,7.75,232,-74,-76,-33,6.6466,85.65,36.73,5.33,11,62,0.86,80,1,1,1,1,84.28,36.76,6.662308,-0.03,1.37,-0.015708,43,92,26,70,77,Worker_Fatigue,14,92,Normal,15,1,1,111.0900536,3,61.6,Low,5,2,2
282,W006,32,2024-01-01 16:00:00,8,240,-12,-49,7,6.666443,84.91,36.75,5.62,12,56,1.02,80,1,1,1,1,85.65,36.73,6.6466,0.02,-0.74,0.019843,54,98,28,77,81,Worker_Fatigue,3,98,Normal,16,1,1,50.93132631,3,67.6,Low,5,2,2
283,W006,33,2024-01-01 16:15:00,8.25,247,-63,-66,-7,6.680317,85.44,36.8,5.58,10,60,0.75,79,1,1,1,1,84.91,36.75,6.666443,0.05,0.53,0.013874,85,97,29,86,82,Worker_Fatigue,5,97,Normal,16,1,1,91.50956234,3,75.8,Low,5,2,2
284,W006,34,2024-01-01 16:30:00,8.5,255,-69,-58,40,6.674368,88.04,36.81,5.37,10,59,0.72,79,1,1,1,1,85.44,36.8,6.680317,0.01,2.6,-0.005949,62,97,28,80,84,Worker_Fatigue,5,97,Normal,16,1,1,98.61541462,3,70.2,Low,5,2,2
285,W006,35,2024-01-01 16:45:00,8.75,262,-44,-66,-48,6.68443,90.35,36.74,5.89,12,57,0.93,80,1,1,1,1,88.04,36.81,6.674368,-0.07,2.31,0.010062,53,99,29,78,87,Worker_Fatigue,1,99,Normal,16,1,1,92.71461589,3,69.2,Low,5,2,2
286,W006,36,2024-01-01 17:00:00,9,270,-13,-78,15,6.684767,89,36.79,5.78,11,54,0.89,79,1,1,1,1,90.35,36.74,6.68443,0.05,-1.35,0.000337,85,99,30,89,90,Worker_Fatigue,1,99,Normal,17,1,1,80.48602363,3,78.6,Low,5,2,2
287,W006,37,2024-01-01 17:15:00,9.25,277,-75,-77,19,6.689573,86.4,36.78,5.82,11,56,0.7,78,1,1,1,1,89,36.79,6.684767,-0.01,-2.6,0.004806,41,99,32,76,91,Worker_Fatigue,1,99,Normal,17,1,1,109.1558519,3,67.8,Low,5,2,2
288,W006,38,2024-01-01 17:30:00,9.5,285,-37,-65,-13,6.676831,85.5,36.78,6.31,12,50,0.95,79,1,1,1,1,86.4,36.78,6.689573,0,-0.9,-0.012742,42,99,33,77,95,Worker_Fatigue,1,99,Normal,17,1,1,75.91442551,3,69.2,Low,5,2,2
289,W006,39,2024-01-01 17:45:00,9.75,292,-5,-64,-4,6.679802,87.62,36.83,5.72,11,52,1.04,78,1,1,1,1,85.5,36.78,6.676831,0.05,2.12,0.002971,99,99,32,95,97,Heat_Stress,1,99,Normal,17,1,1,64.31951492,3,84.4,Low,5,0,2
290,W006,40,2024-01-01 18:00:00,10,300,-20,-41,6,6.702356,89.84,36.8,6.79,10,52,0.83,78,1,1,1,1,87.62,36.83,6.679802,-0.03,2.22,0.022554,58,99,36,84,99,Worker_Fatigue,1,99,Normal,18,1,1,46.01086828,3,75.2,Low,5,2,2
291,W006,41,2024-01-01 18:15:00,10.25,307,-48,-57,-9,6.693368,88.58,36.82,6.47,10,53,0.9,79,1,1,1,1,89.84,36.8,6.702356,0.02,-1.26,-0.008988,64,99,33,85,99,Worker_Fatigue,1,99,Normal,18,1,1,75.05997602,3,76,Low,5,2,2
292,W006,42,2024-01-01 18:30:00,10.5,315,-19,-53,-42,6.691382,90.31,36.83,6.9,10,50,0.87,76,1,1,1,1,88.58,36.82,6.693368,0.01,1.73,-0.001986,66,99,40,88,99,Worker_Fatigue,1,99,Normal,18,1,1,70.24243732,3,78.4,Low,5,2,2
293,W006,43,2024-01-01 18:45:00,10.75,322,-34,-50,45,6.71417,87.34,36.82,6.66,9,50,0.84,78,1,1,1,1,90.31,36.83,6.691382,-0.01,-2.97,0.022788,48,99,36,82,99,Worker_Fatigue,1,99,Normal,18,1,1,75.37240874,3,72.8,Low,5,2,2
294,W006,44,2024-01-01 19:00:00,11,330,-41,-50,32,6.728699,90.69,36.83,7.13,9,52,1.2,78,1,1,1,1,87.34,36.82,6.71417,0.01,3.35,0.014529,78,99,43,93,99,Worker_Fatigue,1,99,Normal,19,1,1,72.14568594,3,82.4,Low,5,2,2
295,W006,45,2024-01-01 19:15:00,11.25,337,-4,-60,1,6.731,90.69,36.84,6.98,8,45,7,9,0,1,1,1,90.69,36.83,6.728699,0.01,0,0.002301,59,99,99,99,99,Worker_Fatigue,1,99,Fall_Detected,19,1,1,60.14149982,3,91,Low,5,2,0
296,W006,46,2024-01-01 19:30:00,11.5,345,-7,-42,-9,6.720738,91.81,36.8,7.04,9,51,5.63,16,0,1,1,1,90.69,36.84,6.731,-0.04,1.12,-0.010262,58,99,99,99,99,Worker_Fatigue,1,99,Fall_Detected,19,1,1,43.52011029,3,90.8,Low,5,2,0
297,W006,47,2024-01-01 19:45:00,11.75,352,-23,-71,-19,6.74349,89.29,36.89,7.38,9,45,7.05,8,0,1,1,1,91.81,36.8,6.720738,0.09,-2.52,0.022752,99,99,99,99,99,Heat_Stress,1,99,Fall_Detected,19,1,1,77.01298592,3,99,Low,5,0,0
298,W006,48,2024-01-01 20:00:00,12,360,-44,-75,-48,6.727717,86.45,36.91,7.21,8,49,6.96,6,0,1,1,1,89.29,36.89,6.74349,0.02,-2.84,-0.015773,72,99,99,99,99,Worker_Fatigue,1,99,Fall_Detected,20,1,1,99.32270637,3,93.6,Low,5,2,0
299,W006,49,2024-01-01 20:15:00,12.25,367,-75,-78,7,6.730159,93.28,36.93,7.27,8,46,7.02,12,0,1,1,1,86.45,36.91,6.727717,0.02,6.83,0.002442,99,99,99,99,99,Heat_Stress,1,99,Fall_Detected,20,1,1,108.4343119,3,99,Low,5,0,0
300,W006,50,2024-01-01 20:30:00,12.5,375,-44,-41,4,6.737171,90.7,36.88,7.51,10,43,4.9,15,0,1,1,1,93.28,36.93,6.730159,-0.05,-2.58,0.007012,56,99,99,99,99,Worker_Fatigue,1,99,Fall_Detected,20,1,1,60.27437266,3,90.4,Low,5,2,0
301,W007,1,2024-01-01 8:15:00,0.25,7,-59,-47,43,6.555996,75.77,36.87,2.19,18,88,0.26,88,1,1,1,1,74.75,36.75,6.554298,0.1153,1.0176,0.001698,99,24,10,41,5,Heat_Stress,1,99,Normal,8,1,1,86.82741503,3,35.8,Low,6,0,2
302,W007,2,2024-01-01 8:30:00,0.5,15,-32,-73,7,6.578718,77.53,36.86,2.23,17,78,0.24,85,1,1,1,1,75.77,36.87,6.555996,-0.01,1.76,0.022722,12,30,11,18,10,Worker_Fatigue,0,0,Normal,8,1,1,80.01249902,3,16.2,Low,6,2,2
303,W007,3,2024-01-01 8:45:00,0.75,22,-74,-78,-10,6.576579,80.47,37.02,2.46,16,81,0.53,86,1,1,1,1,77.53,36.86,6.578718,0.16,2.94,-0.002139,99,32,12,46,12,Heat_Stress,1,99,Normal,8,1,1,107.9814799,3,40.2,Low,6,0,2
304,W007,4,2024-01-01 9:00:00,1,30,-19,-46,17,6.573127,78.86,37.09,2.91,16,79,0.23,86,1,1,1,1,80.47,37.02,6.576579,0.07,-1.61,-0.003452,67,37,14,39,14,Heat_Stress,59,67,Normal,9,1,1,52.59277517,3,34.2,Low,6,0,2
305,W007,5,2024-01-01 9:15:00,1.25,37,9,-73,48,6.599116,81.5,37.19,2.64,16,82,0.36,86,1,1,1,1,78.86,37.09,6.573127,0.1,2.64,0.025989,99,35,13,48,15,Heat_Stress,1,99,Normal,9,1,1,87.82938005,3,42,Low,6,0,2
306,W007,6,2024-01-01 9:30:00,1.5,45,-50,-57,35,6.598202,85.54,37.3,3.23,16,82,0.27,84,1,1,1,1,81.5,37.19,6.599116,0.11,4.04,-0.000914,99,40,16,51,18,Heat_Stress,1,99,Normal,9,1,1,83.51047838,3,44.8,Low,6,0,2
307,W007,7,2024-01-01 9:45:00,1.75,52,-70,-74,47,6.624994,87.11,37.31,3.28,15,77,0.5,85,1,1,1,1,85.54,37.3,6.598202,0.01,1.57,0.026792,26,44,16,32,21,Worker_Fatigue,100,44,Normal,9,1,1,112.1828864,3,27.8,Low,6,2,2
308,W007,8,2024-01-01 10:00:00,2,60,-41,-68,26,6.630133,88.55,37.39,3.01,17,78,0.53,87,1,1,1,1,87.11,37.31,6.624994,0.08,1.44,0.005139,89,43,15,50,23,Heat_Stress,19,89,Normal,10,1,1,83.55237878,3,44,Low,6,0,2
309,W007,9,2024-01-01 10:15:00,2.25,67,-75,-50,-15,6.632485,89.71,37.39,3.14,16,71,0.59,85,1,1,1,1,88.55,37.39,6.630133,0,1.16,0.002352,17,48,15,31,27,Worker_Fatigue,93,48,Normal,10,1,1,91.37833441,3,27.6,Low,6,2,2
310,W007,10,2024-01-01 10:30:00,2.5,75,-53,-53,46,6.630119,91.31,37.51,3.09,17,69,0.37,85,1,1,1,1,89.71,37.39,6.632485,0.12,1.6,-0.002366,99,50,15,57,30,Heat_Stress,1,99,Normal,10,1,1,87.94316346,3,50.2,Low,6,0,2
311,W007,11,2024-01-01 10:45:00,2.75,82,-43,-74,21,6.634568,94.5,37.69,3.87,14,70,0.58,84,1,1,1,1,91.31,37.51,6.630119,0.18,3.19,0.004449,99,56,19,61,32,Heat_Stress,1,99,Normal,10,1,1,88.12491135,3,53.4,Low,6,0,2
312,W007,12,2024-01-01 11:00:00,3,90,-53,-79,-22,6.656331,93.21,37.57,4.13,15,69,0.58,84,1,1,1,1,94.5,37.69,6.634568,-0.12,-1.29,0.021763,13,60,20,37,34,Worker_Fatigue,72,60,Normal,11,1,1,97.64220399,3,32.8,Low,6,2,2
313,W007,13,2024-01-01 11:15:00,3.25,97,-67,-76,33,6.670424,95.56,37.69,4.73,13,69,0.36,84,1,1,1,1,93.21,37.57,6.656331,0.12,2.35,0.014093,99,66,23,67,36,Heat_Stress,1,99,Normal,11,1,1,106.55515,3,58.2,Low,6,0,2
314,W007,14,2024-01-01 11:30:00,3.5,105,-57,-79,4,6.664142,96.22,37.85,4.12,14,66,0.49,85,1,1,1,1,95.56,37.69,6.670424,0.16,0.66,-0.006282,99,63,20,65,39,Heat_Stress,1,99,Normal,11,1,1,97.49871794,3,57.2,Low,6,0,2
315,W007,15,2024-01-01 11:45:00,3.75,112,-71,-67,-40,6.67529,98.47,38.03,4.3,12,66,0.46,82,1,1,1,1,96.22,37.85,6.664142,0.18,2.25,0.011148,99,66,21,67,42,Heat_Stress,1,99,Normal,11,1,1,105.4988152,3,59,Low,6,0,2
316,W007,16,2024-01-01 12:00:00,4,120,-18,-67,-36,6.695068,101.59,37.85,4.82,12,59,0.79,82,1,1,1,1,98.47,38.03,6.67529,-0.18,3.12,0.019778,36,75,24,53,46,Worker_Fatigue,45,75,Normal,12,1,1,78.16009212,3,46.8,Low,6,2,2
317,W007,17,2024-01-01 12:15:00,4.25,127,-14,-55,-31,6.707619,98.42,38.06,5.1,13,62,0.64,83,1,1,1,1,101.59,37.85,6.695068,0.21,-3.17,0.012551,99,76,25,73,47,Heat_Stress,1,99,Normal,12,1,1,64.66838486,3,64,Low,6,0,2
318,W007,18,2024-01-01 12:30:00,4.5,135,-72,-77,-39,6.694684,105.92,38.07,5.18,11,58,0.77,84,1,1,1,1,98.42,38.06,6.707619,0.01,7.5,-0.012935,74,80,25,68,50,Worker_Fatigue,36,80,Normal,12,1,1,112.4010676,3,59.4,Low,6,2,2
319,W007,19,2024-01-01 12:45:00,4.75,142,-24,-44,30,6.712872,105.61,38.31,4.85,12,60,0.6,81,1,1,1,1,105.92,38.07,6.694684,0.24,-0.31,0.018188,99,77,24,74,52,Heat_Stress,1,99,Normal,12,1,1,58.41232747,3,65.2,Low,6,0,2
320,W007,20,2024-01-01 13:00:00,5,150,-47,-43,-47,6.728294,107.93,38.3,5,11,52,0.75,83,1,1,1,1,105.61,38.31,6.712872,-0.01,2.32,0.015422,36,84,25,59,56,Worker_Fatigue,28,84,Normal,13,1,1,79.16438593,3,52,Low,6,2,2
321,W007,21,2024-01-01 13:15:00,5.25,157,-39,-63,43,6.72996,105.5,38.34,5.87,10,56,0.86,81,1,1,1,1,107.93,38.3,6.728294,0.04,-2.43,0.001666,59,89,29,69,57,Worker_Fatigue,19,89,Normal,13,1,1,85.66796367,3,60.6,Low,6,2,2
322,W007,22,2024-01-01 13:30:00,5.5,165,-65,-53,49,6.734582,106.71,38.41,5.76,10,50,0.75,79,1,1,1,1,105.5,38.34,6.72996,0.07,1.21,0.004622,95,93,30,82,61,Heat_Stress,9,95,Normal,13,1,1,97.13392816,3,72.2,Low,6,0,2
323,W007,23,2024-01-01 13:45:00,5.75,172,-40,-54,-43,6.729021,105.12,38.47,5.84,11,49,0.92,79,1,1,1,1,106.71,38.41,6.734582,0.06,-1.59,-0.005561,79,95,30,79,64,Worker_Fatigue,9,95,Normal,13,1,1,79.78095011,3,69.4,Low,6,2,2
324,W007,24,2024-01-01 14:00:00,6,180,-68,-64,-33,6.745524,111.55,38.59,5.72,12,51,0.61,79,1,1,1,1,105.12,38.47,6.729021,0.12,6.43,0.016503,99,94,30,85,65,Heat_Stress,1,99,Normal,14,1,1,99.0403958,3,74.6,Low,6,0,2
325,W007,25,2024-01-01 14:15:00,6.25,187,-7,-58,-42,6.755106,110.57,38.69,6.05,10,48,0.62,81,1,1,1,1,111.55,38.59,6.745524,0.1,-0.98,0.009582,99,99,30,87,68,Heat_Stress,1,99,Normal,14,1,1,71.95137247,3,76.6,Low,6,0,2
326,W007,26,2024-01-01 14:30:00,6.5,195,-72,-42,25,6.746528,115.48,38.74,6.18,9,45,1.02,78,1,1,1,1,110.57,38.69,6.755106,0.05,4.91,-0.008578,99,99,34,89,71,Heat_Stress,1,99,Normal,14,1,1,87.02298547,3,78.4,Low,6,0,2
327,W007,27,2024-01-01 14:45:00,6.75,202,4,-75,37,6.76984,117.66,38.82,6.34,9,45,0.77,80,1,1,1,1,115.48,38.74,6.746528,0.08,2.18,0.023312,99,99,31,89,73,Heat_Stress,1,99,Normal,14,1,1,83.72574276,3,78.2,Low,6,0,2
328,W007,28,2024-01-01 15:00:00,7,210,-40,-54,-11,6.785119,117.62,38.76,6.8,10,41,0.79,79,1,1,1,1,117.66,38.82,6.76984,-0.06,-0.04,0.015279,31,99,35,69,77,Worker_Fatigue,1,99,Normal,15,1,1,68.09552114,3,62.2,Low,6,2,2
329,W007,29,2024-01-01 15:15:00,7.25,217,-48,-48,5,6.783955,118.52,38.93,7.17,7,39,0.91,80,1,1,1,1,117.62,38.76,6.785119,0.17,0.9,-0.001164,99,99,35,90,79,Heat_Stress,1,99,Normal,15,1,1,68.0661443,3,80.4,Low,6,0,2
330,W007,30,2024-01-01 15:30:00,7.5,225,-60,-54,7,6.798964,120.64,39.09,7.5,8,39,1.13,79,1,1,1,1,118.52,38.93,6.783955,0.16,2.12,0.015009,99,99,41,92,82,Heat_Stress,1,99,Normal,15,1,1,81.0246876,3,82.6,Low,6,0,2
331,W007,31,2024-01-01 15:45:00,7.75,232,-63,-71,-11,6.786855,124.05,39.14,7.31,8,35,0.8,78,1,1,1,1,120.64,39.09,6.798964,0.05,3.41,-0.012109,99,99,39,92,85,Heat_Stress,1,99,Normal,15,1,1,95.55626615,3,82.8,Low,6,0,2
332,W007,32,2024-01-01 16:00:00,8,240,-74,-77,7,6.781004,122.5,39.16,8.06,7,37,0.94,77,1,1,1,1,124.05,39.14,6.786855,0.02,-1.55,-0.005851,54,99,44,80,86,Worker_Fatigue,1,99,Normal,16,1,1,107.0233619,3,72.6,Low,6,2,2
333,W007,33,2024-01-01 16:15:00,8.25,247,-73,-73,-37,6.823768,126.28,39.27,7.63,7,38,0.91,78,1,1,1,1,122.5,39.16,6.781004,0.11,3.78,0.042764,99,99,41,94,88,Heat_Stress,1,99,Normal,16,1,1,109.6676798,3,84.2,Low,6,0,2
334,W007,34,2024-01-01 16:30:00,8.5,255,-43,-60,-8,6.819128,125.86,39.29,7.39,4,34,1.1,79,1,1,1,1,126.28,39.27,6.823768,0.02,-0.42,-0.00464,56,99,40,81,92,Worker_Fatigue,1,99,Normal,16,1,1,74.24957912,3,73.6,Low,6,2,2
335,W007,35,2024-01-01 16:45:00,8.75,262,-30,-60,42,6.825139,127.47,39.44,8.29,5,27,1.06,78,1,1,1,1,125.86,39.29,6.819128,0.15,1.61,0.006011,99,99,45,95,96,Heat_Stress,1,99,Normal,16,1,1,79.14543575,3,86.8,Low,6,0,2
336,W007,36,2024-01-01 17:00:00,9,270,-43,-40,-31,6.854105,128.39,39.47,7.93,6,29,0.97,75,1,1,1,1,127.47,39.44,6.825139,0.03,0.92,0.028966,73,99,47,88,97,Worker_Fatigue,1,99,Normal,17,1,1,66.40783086,3,80.8,Low,6,2,2
337,W007,37,2024-01-01 17:15:00,9.25,277,-74,-52,-36,6.844758,129.06,39.62,8.77,5,29,1.07,77,1,1,1,1,128.39,39.47,6.854105,0.15,0.67,-0.009347,99,99,49,97,99,Heat_Stress,1,99,Normal,17,1,1,97.34474819,3,88.6,Low,6,0,2
338,W007,38,2024-01-01 17:30:00,9.5,285,-19,-60,-8,6.863326,134.31,39.53,7.71,6,23,1,75,1,1,1,1,129.06,39.62,6.844758,-0.09,5.25,0.018568,74,99,46,90,99,Worker_Fatigue,1,99,Normal,17,1,1,63.4428877,3,81.6,Low,6,2,2
339,W007,39,2024-01-01 17:45:00,9.75,292,-13,-78,-14,6.854496,135.54,39.63,8.71,3,29,0.94,76,1,1,1,1,134.31,39.53,6.863326,0.1,1.23,-0.00883,99,99,49,98,99,Heat_Stress,1,99,Normal,17,1,1,80.30566605,3,88.8,Low,6,0,2
340,W007,40,2024-01-01 18:00:00,10,300,-36,-74,-23,6.883093,135.41,39.87,8.48,4,25,1.17,77,1,1,1,1,135.54,39.63,6.854496,0.24,-0.13,0.028597,99,99,50,99,99,Heat_Stress,1,99,Normal,18,1,1,85.44588931,3,89.2,Low,6,0,2
341,W007,41,2024-01-01 18:15:00,10.25,307,-77,-56,44,6.863824,139.87,39.8,9.01,4,20,1.22,74,1,1,1,1,135.41,39.87,6.883093,-0.07,4.46,-0.019269,72,99,58,93,99,Worker_Fatigue,1,99,Normal,18,1,1,104.885652,3,84.2,Low,6,2,2
342,W007,42,2024-01-01 18:30:00,10.5,315,-62,-79,36,6.892626,137.53,39.88,8.91,5,14,1.24,75,1,1,1,1,139.87,39.8,6.863824,0.08,-2.34,0.028802,99,99,57,99,99,Heat_Stress,1,99,Normal,18,1,1,106.6817698,3,90.6,Low,6,0,2
343,W007,43,2024-01-01 18:45:00,10.75,322,-63,-69,-30,6.910829,141.12,40.03,9.43,3,20,1.17,75,1,1,1,1,137.53,39.88,6.892626,0.15,3.59,0.018203,99,99,58,99,99,Heat_Stress,1,99,Normal,18,1,1,98.1325634,3,90.8,Low,6,0,2
344,W007,44,2024-01-01 19:00:00,11,330,-60,-68,-9,6.927546,139.12,40.05,9.88,1,19,1.19,73,1,1,1,1,141.12,40.03,6.910829,0.02,-2,0.016717,67,99,64,94,99,Worker_Fatigue,1,99,Normal,19,1,1,91.13177272,3,84.6,Low,6,2,2
345,W007,45,2024-01-01 19:15:00,11.25,337,9,-51,-21,6.913225,144.93,40.23,9.95,3,18,1.25,74,1,1,1,1,139.12,40.05,6.927546,0.18,5.81,-0.014321,99,99,64,99,99,Heat_Stress,1,99,Normal,19,1,1,55.88380803,3,92,Low,6,0,2
346,W007,46,2024-01-01 19:30:00,11.5,345,-11,-67,-8,6.914059,144.42,40.24,9.6,2,16,1.3,73,1,1,1,1,144.93,40.23,6.913225,0.01,-0.51,0.000834,60,99,65,93,99,Worker_Fatigue,1,99,Normal,19,1,1,68.36665854,3,83.2,Low,6,2,2
347,W007,47,2024-01-01 19:45:00,11.75,352,-68,-53,22,6.940342,146.37,40.34,9.78,3,12,1.23,74,1,1,1,1,144.42,40.24,6.914059,0.1,1.95,0.026283,99,99,62,99,99,Heat_Stress,1,99,Normal,19,1,1,88.97752525,3,91.6,Low,6,0,2
348,W007,48,2024-01-01 20:00:00,12,360,-43,-69,-30,6.918516,144.01,40.42,10,0,13,7.36,5,0,1,1,1,146.37,40.34,6.940342,0.08,-2.36,-0.021826,99,99,99,99,99,Heat_Stress,1,99,Worker_Collapse,20,1,1,86.66025617,3,99,Low,6,0,5
349,W007,49,2024-01-01 20:15:00,12.25,367,-70,-70,-18,6.947056,40,40.48,10,0,6,5.66,7,0,1,1,1,144.01,40.42,6.918516,0.06,-144.01,0.02854,99,99,99,99,99,Heat_Stress,1,99,Worker_Collapse,20,1,1,100.6180898,3,99,Low,6,0,5
350,W007,50,2024-01-01 20:30:00,12.5,375,-66,-52,44,6.956885,40,40.5,10,0,7,7.64,9,0,1,1,1,0,40.48,6.947056,0.02,0,0.009829,74,99,99,99,99,Worker_Fatigue,1,99,Worker_Collapse,20,1,1,94.84724561,3,94,Low,6,2,5
